probe_id
ENSG00000000971|CFH|5332be0
ENSG00000000971|CFH|a8cfd79
ENSG00000000971|CFH|b79d917
ENSG00000001630|CYP51A1|b4645c5
ENSG00000001630|CYP51A1|c491e73
ENSG00000002933|TMEM176A|19d3eaf
ENSG00000002933|TMEM176A|35d1535
ENSG00000002933|TMEM176A|5f991f1
ENSG00000004939|SLC4A1|1353792
ENSG00000004939|SLC4A1|79558ae
ENSG00000004939|SLC4A1|ee74369
ENSG00000006047|YBX2|d88374f
ENSG00000007129|CEACAM21|44236ac
ENSG00000007129|CEACAM21|a7706a4
ENSG00000007129|CEACAM21|d9a36de
ENSG00000008128|CDK11A|93578c5
ENSG00000008324|SS18L2|003af56
ENSG00000008324|SS18L2|09ac40d
ENSG00000008324|SS18L2|4cf3c4d
ENSG00000008517|IL32|7c0d3ed
ENSG00000008517|IL32|ac0e767
ENSG00000008517|IL32|e50f273
ENSG00000008517|IL32|efc3583
ENSG00000015532|XYLT2|6399161
ENSG00000015532|XYLT2|a824da7
ENSG00000015532|XYLT2|adf8080
ENSG00000024526|DEPDC1|31321e5
ENSG00000024526|DEPDC1|7b2cb76
ENSG00000024526|DEPDC1|9b7f306
ENSG00000029993|HMGB3|e259e19
ENSG00000038382|TRIO|15c2ad9
ENSG00000038382|TRIO|19c764f
ENSG00000038382|TRIO|790bed1
ENSG00000038382|TRIO|bee6628
ENSG00000038382|TRIO|cd7295b
ENSG00000038382|TRIO|dcfc556
ENSG00000046647|GEMIN8|2464d78
ENSG00000046647|GEMIN8|a692815
ENSG00000050344|NFE2L3|11056a8
ENSG00000050344|NFE2L3|23c85d3
ENSG00000050344|NFE2L3|3e5a2b2
ENSG00000055332|EIF2AK2|90dcaa0
ENSG00000055332|EIF2AK2|aa7cf1f
ENSG00000055332|EIF2AK2|fb76f1e
ENSG00000059804|SLC2A3|4995f94
ENSG00000059804|SLC2A3|e8e707f
ENSG00000063978|RNF4|1c0d0bc
ENSG00000063978|RNF4|34e9b98
ENSG00000063978|RNF4|f060844
ENSG00000064666|CNN2|0b96507
ENSG00000064666|CNN2|7bdb976
ENSG00000064666|CNN2|acb5805
ENSG00000066813|ACSM2B|78feb1c
ENSG00000066813|ACSM2B|fe4a4a5
ENSG00000075886|TUBA3D|9f2f5bb
ENSG00000080031|PTPRH|94dd059
ENSG00000080031|PTPRH|9dcc8a4
ENSG00000080031|PTPRH|e8f83f1
ENSG00000081853|PCDHGA2|3a85488
ENSG00000081853|PCDHGA2|7825c0b
ENSG00000081853|PCDHGA2|e8c5aec
ENSG00000082898|XPO1|0b898d0
ENSG00000083812|ZNF324|37812c0
ENSG00000083812|ZNF324|4a3c776
ENSG00000083812|ZNF324|d80a150
ENSG00000085231|AK6|438ee07
ENSG00000085231|AK6|8ebc860
ENSG00000087338|GMCL1|1748076
ENSG00000087338|GMCL1|accceef
ENSG00000087338|GMCL1|b18c750
ENSG00000088986|DYNLL1|7970405
ENSG00000088986|DYNLL1|956554f
ENSG00000089006|SNX5|5d43644
ENSG00000089006|SNX5|6f1dbf0
ENSG00000089006|SNX5|89ed961
ENSG00000089006|SNX5|a8caad3
ENSG00000089006|SNX5|f9b7619
ENSG00000089220|PEBP1|28bfab6
ENSG00000089335|ZNF302|682d8e5
ENSG00000089335|ZNF302|cbc3c32
ENSG00000091010|POU4F3|046497d
ENSG00000091010|POU4F3|1c58551
ENSG00000091010|POU4F3|39ba23a
ENSG00000095932|SMIM24|1ded076
ENSG00000095932|SMIM24|2dbd10a
ENSG00000095932|SMIM24|cbb48ad
ENSG00000096384|HSP90AB1|19bb545
ENSG00000099399|MAGEB2|115d62f
ENSG00000099399|MAGEB2|744d040
ENSG00000099399|MAGEB2|7d4655a
ENSG00000099715|PCDH11Y|98a2efa
ENSG00000099715|PCDH11Y|b7d8c75
ENSG00000099800|TIMM13|163fb88
